CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
6/14/2018,2277-20,Laser TEMP-GUN™ M12™ Cordless Lithium-Ion Thermometer for HVAC/R,"We were using these thermometers because we chose them for their characteristics, and suddenly the provider mentioned that Milwaukee has decided to discontinue it and there is no replacement, I think it is very unfortunate as we try to standardize the tools and instruments for the compatibility of batteries, I would like to have more support from the manufacturer!",1
6/14/2018,2276-21NST,Laser TEMP-GUN™  M12™ Cordless Lithium-Ion Thermometer Kit (NIST) Kit,"We were using these thermometers because we chose them for their characteristics, and suddenly the provider mentioned that Milwaukee has decided to discontinue it and there is no replacement, I think it is very unfortunate as we try to standardize the tools and instruments for the compatibility of batteries, I would like to have more support from the manufacturer!",1
6/14/2018,48-22-8200,Jobsite Backpack,"I received this backpack as an early Father's Day gift and I was super excited about getting it until I started loading it with tools and discovered that there is nowhere to store my 1/4"" impact driver and hammer drill and that the only tools that fit properly are my screwdrivers and my wire strippers. Everything else loosely flops about and falls out of the pouches or falls so deep into the pouches that I have to use needle nose pliers to retrieve them. There is also nowhere to store my gauges or really anything that is useful and necessary for my line of work. This bag would be perfect for an electrician or someone who uses lots and lots of screwdrivers at work, but is ultimately useless to a HVAC tech. I gave it 3 stars. 5 stars for an electrician, 0 stars for HVAC techs or anyone that needs anything except screwdrivers for their job. The dedicated laptop pouch is also pointless for anyone except maybe a student.",3
6/15/2018,2106,Alk Headlamp,"I am a DIY homeowner. I have purchased many Milwaukee products and like the designs and functions. So, I thought their headlamp would be a slam dunk good purchase. I liked the size, weight, and illumination. Until the hinge broke after 3 weeks and maybe 5 times wearing it during that period.",1
6/15/2018,48-32-4685,"Shockwave™ 2"" Impact Torx® T25 Power Bits (5PK)",This is the best driver bit that has ever been produced in all of history! It is just too awful bad that Milwaukee and Home Depot cannot see fit to stock it. It is always sold out!! I wonder why? What good are thousands of high quality construction screws if you cannot purchase the T25 Shockwave Bits to drive them with. (The majority of screws use T25.) To purchase a competitor's brand is futile. You end up spending more money and time in labor than you spent on screws. Why don't they get it? To try to address this with management is equally as futile. If they would increase stocking levels this would be a home run perfect five!,1
6/15/2018,2792-20,M18™ Jobsite Radio/Charger,I dont want to give  Milwaukee  Industries a bad review but this radio is what  Maki industries should probably reconsider building. bass is not that good the speakers don't sound that great I believe this smaller compact M18 radio is better than this one it is lighter can be brought anywhere and I think it has a better sound tuning,2
6/16/2018,2890-20,M18™ Jobsite Radio,A.c. power don't work anymore shuts off on it's own every 5 to 10 min worked good for 6 months now it's a lemon. I own only Milwaukee tools lately been having nothing but problems with chargers and m18 products not built to handle Arizona elements.,1
6/16/2018,2457-20,"M12™ Cordless 3/8"" Ratchet (Tool Only)",I checked out everybody’s version of this before I pulled the trigger. I was leaning towards snap on but 450+ for basically the same tool was a no go for me. I have had this one about a month now and use it heavily I have only had to charge the battery once. That is amazing to me. I was so impressed I went and got a 1/4 drive so when I add this up 2 tools charger and 2 batteries for less than the price of the snap on rachet. I’m most likely going to get the fuel version of the 3/8. If your thinks my anything Milwaukee do it you won’t be let down.,5
6/16/2018,2792-20,M18™ Jobsite Radio/Charger,Gonna return it. Even at half volume it sounds like a hand held AM transistor radio. Very bad distortion even at low volume. I’m actually taken back that Milwaukee sold me this. Normally they only sell the best stuff.,1
6/17/2018,48-32-5023,SHOCKWAVE™ 3PC Insert Socket Adapter Set,"Used 1/2"" adapter in Milwaukee Impact driver 2753-20 with 9/16"" impact socket to remove muffler clamps. Adapter sheared off on third bolt. Made in China. Package claimed up to 30x Life! Not hardly.",1
6/17/2018,48-00-4788,"9"" 18 TPI The Torch™ Double Duty Upgrade™ Ice Hardened™ SAWZALL® Blades (5 Pk)","Hi. I had to cut a farm fence post (the iron one shaped like a T beam). I guess the iron turned like cast iron through the years (I was cutting 2 in below surface). I went through the teeth of two blades, one being new, without being able to finish the cut. Very disappointed as it was my first time with Milwaukee blades - I’m used to buy another yellow brand.",1
6/18/2018,2112-21,USB Rechargeable ROVER™ Pocket Flood Light,"I am an electrician almost 60 and the brightness of the led's and ease of use make this a great product. While it is expensive, i have dropped it a couple of times and shows no wear. I am very pleased.",5
6/18/2018,0884-20,M18™ Compact Blower (Bare Tool),"I LOVE THIS BLOWER! I have had mine for 2 years now and it is awesome. I blow off equipment and even blow the dirt out of my bucket truck and tool boxes. I also blow the leaves off my patio, sidewalks and driveway. It works great, but do not expect this to blow leaves in your yard into a pile to pick up. You will need a gas operated backpack blower for that. However it does have more CFM blowing power than I expected for such a small blower. For the life of me I can not see why anyone in their right mind would give this blower a negative review. Use mine all the time for 2 years and I have nothing bad to say about it. Highly recommended.",5
6/18/2018,48-22-8426,PACKOUT™ Rolling Tool Box,I got this and a fuel system love it all ....however mine didnt come with the tray?,4
6/18/2018,48-22-8320,"20"" PACKOUT™ Tote","First of all I'm a plumber, and I love open tote tool bags. I had a Lenox, CLC, Husky, Ridgid and I must say I'm done buying bags. Had the 20in Packout tote since day one. And from day one I loaded up with all three phases of Plumbing no lie I purposely beat it up thinking that I can return it and that's not going to happen because there's plenty of life in it I'm very happy and I'm considering getting a 15in as well",5
6/18/2018,48-22-8424,PACKOUT™ Tool Box,This product is very poor simply for the fact I can't find replacemt trays,1
6/19/2018,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,J'ai assisté à une démonstration du 12 amp et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente..Peut être même la fin des outils à cordon dans un futur proche !!? Ce n'est pas une innovation. C'est une révolution!,5
6/19/2018,2736-21HD,"M18 FUEL™ 8-1/4"" Table Saw w/ One-Key™ Kit",J'ai assisté à une démonstration du banc de scie et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente..Peut être même la fin des outils à cordon dans un futur proche !!? Ce n'est pas une innovation. C'est une révolution!,5
6/19/2018,2785-21HD,"M18 FUEL™ 7"" / 9"" Large Angle Grinder Kit",J'ai assisté à une démonstration de la meuleuse et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente..Peut être même la fin des outils à cordon dans un futur proche !!? Ce n'est pas une innovation. C'est une révolution!,5
6/19/2018,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,J'ai assisté à une démonstration du SUPER SAWZALL et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente..Peut être même la fin des outils à cordon dans un futur proche !!? Ce n'est pas une innovation. C'est une révolution!,5
6/19/2018,2732-21HD,"M18 FUEL™ 7-1/4"" Circular Saw Kit",J'ai assisté à une démonstration de la scie circulaire et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente..Peut être même la fin des outils à cordon dans un futur proche !!? Ce n'est pas une innovation. C'est une révolution!,5
6/19/2018,2457-20,"M12™ Cordless 3/8"" Ratchet (Tool Only)",I use this tool for work on the front and top of engines mainly.,5
6/19/2018,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",J'ai assisté à une démonstration de la scie à chaîne et je peux vous confirmer que vous allez être impressionné en l'ayant entre les mains..Une performance au delà de toute attente. Ce n'est pas une innovation. C'est une révolution!,5
